5000 5000
15714 14941 15752 15662
4811 5536 6664 18283
2266 6780 13960 14303
14094 6441 19848 12952
11496 7407 17998 9651
15685 2366 16563 3584
14498 6264 19445 7088
10208 3683 15236 16853
2585 16147 3898 20000
4413 5514 15609 16530
9060 17707 14887 18745
13819 18938 19233 19162
17858 2324 19870 15243
9985 3021 16424 17392
10486 14478 15567 19743
6135 1563 8010 15855
8628 14883 16414 19303
11942 16511 13832 17700
10999 10742 13095 13945
16813 3485 17304 8055
9100 7450 13421 12577
1392 18661 18629 19278
5633 17608 16935 19545
19554 13434 19658 19963
8069 2805 18401 15355
14068 18883 18829 19582
6578 9588 15202 19003
7233 18649 17598 19572
4205 18509 10257 19086
17657 16682 18939 19530
1315 13526 1792 18599
6842 19221 18845 19929
17581 4863 18281 10302
14797 16291 16951 17862
6859 3127 15395 15531
5005 11195 14125 15389
8019 16636 12705 18815
3590 1145 11810 19382
8376 6637 16731 9577
9352 10214 14320 10222
12060 2318 14929 16289
11621 17089 13506 17190
6971 11706 14819 16140
8437 9981 19756 11434
11637 19407 14524 19881
325 16687 2855 17796
6930 5936 17907 19122
3125 15682 8053 16846
14838 15070 16156 18996
2800 18883 8539 19231
19921 9202 19993 13564
1881 9473 19492 14159
14776 1900 17501 9500
17223 15417 19444 18254
3610 10351 11295 11925
13780 2183 16208 4010
8157 11711 12284 15320
12707 12295 17405 15722
9366 891 16812 8702
17564 15494 19445 18355
13791 12801 19588 19029
4659 5972 12957 11870
10706 12228 11034 16709
19745 3788 19940 8836
14222 19037 14442 19304
18299 1684 19638 2754
3998 16959 11869 19555
5358 10290 15370 19560
13131 13466 14405 14917
1553 15412 5693 16340
2092 9869 19748 19909
1569 9759 4292 11202
11688 1989 15681 9022
1946 19969 10971 20000
7167 14671 17268 17151
14441 19743 17249 19899
12313 2503 19608 19386
8056 18418 12335 19541
601 2581 9348 12790
11554 8703 15530 9240
19372 3276 19890 15122
8601 3156 11289 12846
2146 11647 7567 19808
18990 7158 19283 9209
7475 7624 11989 19073
19646 54 19675 8471
10871 3817 16431 19995
2866 61 13073 16603
12319 16911 17013 17324
12958 9236 19782 15841
7706 17001 15341 19916
17994 18553 18145 19803
17396 1280 19820 8668
3337 17078 9217 18074
1959 3945 15487 12899
5128 16325 8218 16340
8434 6927 19345 12688
4248 13893 13310 17744
6531 16432 14930 17056
2727 18681 18166 19449
16120 18344 17646 18384
9984 8372 17557 16281
5579 6232 13377 8034
19587 6983 19895 15896
9644 3046 19956 7782
11524 19746 11748 19849
158 5966 16577 10015
1851 4747 19592 5266
2591 14148 16750 15376
9847 17658 15617 19744
18431 15767 19391 18337
15194 16837 15624 16893
18216 14174 18769 14784
11590 12325 17998 13554
12912 7487 17060 17006
6355 19144 8669 19601
2923 6771 14347 15632
13185 8610 15961 13059
10010 15600 14539 16690
12910 2798 15114 9338
12597 1509 14322 15094
2344 17507 16858 19141
14551 11087 19465 15413
5084 14117 14643 14981
13670 9155 18795 19860
2903 12604 4748 15895
2104 17571 17474 19315
19500 11310 19880 12136
19905 16863 19918 19276
19062 13103 19182 16237
11054 10804 16030 15884
13009 8584 18730 17228
8680 1647 13994 17401
15869 15751 16815 16345
457 12999 8528 13793
17078 7109 19393 8792
17920 13441 19416 17013
11354 5093 11891 13106
4527 11990 12416 19654
11118 18926 17898 19877
10561 12379 13101 16939
2604 3846 15581 13802
14154 12453 17129 14486
1055 19915 8162 19997
19774 17218 19888 18994
10828 19097 15806 19598
12522 2774 17620 13635
1174 9987 16684 12436
18934 17246 19613 18655
10968 16391 18841 18681
10028 17471 14623 19244
9147 12767 15768 19816
18791 7915 19573 16551
5350 4094 9626 14892
12139 12240 17994 15685
19920 8533 19974 12986
9107 1574 14958 2883
17537 8747 19960 12761
11156 8057 17654 15829
3233 4095 8188 9585
4284 14937 10859 19516
1414 14645 18410 15558
10997 16992 11963 19620
9088 17724 15563 19680
10102 2902 12544 3581
16242 13080 19179 17446
10224 16734 11581 19523
2701 17677 2831 17906
12875 12551 18712 14663
5725 12678 15693 13256
5444 19461 8624 19896
2312 9630 16862 13410
4417 14695 15780 15486
12036 8959 12505 17208
13060 16199 17980 17364
13668 3204 18387 19938
18732 163 19996 19498
2487 3524 18244 6359
16517 8657 19686 14590
19155 13309 19657 14175
16479 13772 16614 15054
16686 3573 18809 6619
3862 21 15746 7705
12491 5265 13511 17831
2445 8724 7497 16703
1483 5627 19898 5724
7021 15183 9453 19238
5652 4901 19261 7141
2497 7782 8900 15573
8721 19507 18843 19845
562 15496 7249 17907
4212 2862 18773 12875
17870 19832 19253 19957
19155 3620 19479 9203
8557 6024 10331 16953
14311 5261 17688 12756
6961 8641 16809 18728
3445 6715 17357 7613
15785 12420 16119 19632
4150 1451 17717 16117
19006 598 19187 10116
7200 14174 17829 16643
270 3480 5821 13582
9712 13833 14710 17089
3959 17529 12113 19046
6229 17440 19840 18418
8567 14123 16908 17315
18445 19527 19239 19812
4873 6393 5869 16545
7240 4274 17407 17268
3189 7615 6794 12966
17289 17767 18950 19757
7387 8781 14238 13546
9980 17533 16377 19237
10275 10978 10332 19748
7057 1505 12700 5773
14377 1121 19021 1886
780 2814 14273 11563
4131 14751 5015 17442
9123 7448 13538 10481
10895 2381 11237 15028
92 11421 18262 12021
2497 18267 19947 19441
17481 17547 18379 18624
13382 19335 19423 19722
5849 11980 11674 16554
5610 19198 17265 19626
6698 13382 7872 18578
4641 19918 13730 19953
16444 8929 16798 17424
9408 2523 17216 9321
10722 10046 14695 16910
17667 11762 19364 16090
4677 15229 10286 18410
16346 3968 18755 16003
18543 14838 19136 17862
12063 15848 16404 16890
11953 18756 16854 19355
9453 18786 18316 19574
11929 3724 13960 11000
8663 10769 16972 18746
6541 14631 15403 16754
10669 11791 11793 13478
1402 12941 19850 16555
18476 12418 18858 15411
12244 10709 13901 18212
6149 10095 8749 16505
9676 1246 19250 4449
2301 1077 12143 2175
7193 10899 16437 16232
15713 5084 17399 14320
12254 11030 14467 14351
13647 2824 17717 3562
17575 10834 19886 11979
9720 15793 15042 17745
6275 17716 17180 19311
7358 1342 7865 12380
14807 2966 18601 3364
6939 16098 17934 18629
15425 3879 15744 16704
6291 7238 9996 14284
14650 1477 16299 1866
3716 13062 15817 18425
2651 13897 15191 18737
19215 9627 19218 10452
19210 9243 19668 17643
15940 15952 16965 16360
19916 17421 19954 19789
10766 3632 15577 16618
12501 16424 14546 16983
10023 13868 19711 18818
3869 11975 6917 13954
8988 11764 16188 17324
9708 16259 19513 18779
8668 8747 14914 17895
2258 17276 18958 19868
19921 3256 19964 7756
18185 946 19100 4112
7751 11043 11804 12537
13765 7976 18184 11561
13569 11718 17728 19068
15081 16363 19920 18472
454 15919 5015 18066
5553 10855 14554 15981
6125 4753 7110 16355
15249 18152 15577 19500
9618 9913 9755 11020
3796 10858 15834 11419
12800 6973 14686 14745
6990 10833 9229 14344
17704 183 18462 14439
16476 3904 17698 4794
12656 19789 17243 19835
1759 13671 5464 13895
1704 10996 4512 19051
8229 4341 17215 4850
10695 10430 15738 15705
5988 6124 7932 9058
1327 10263 9351 14610
1756 6841 13519 18543
2254 10288 7505 15701
7172 10954 16854 14766
18120 10521 18852 12028
11329 17313 14147 17491
3660 13398 11264 16777
10280 10974 18377 17939
19128 10528 19366 13137
6749 5404 11638 14128
8744 4072 10970 17755
396 4652 5286 16213
9505 18617 17509 19998
2550 16914 6563 17731
15500 2947 19665 6870
13997 198 16356 5945
2602 12871 13622 13191
2940 15626 16887 18562
11766 2179 18008 12194
15615 4314 17499 13142
5856 11105 9711 11759
15540 1528 16348 14570
16630 13453 17652 14224
18252 754 18814 5679
18477 9318 19643 10791
1402 6191 19888 7853
4731 10237 11288 11164
4632 9517 15031 11425
16011 15206 18629 18290
436 10983 2206 17331
2185 17791 19789 19831
10263 13380 15669 15508
7328 15670 8843 16702
13489 742 19226 15341
6786 7495 15345 12617
11487 51 16272 14233
13923 13809 14882 17045
1026 1843 13094 15521
13173 11121 14784 19773
3659 3173 11442 12327
4935 15032 18781 19615
14175 15272 16984 16890
15566 14201 16747 18232
19920 13081 19929 17237
2698 8834 11592 16109
6342 15337 18660 18087
17515 3759 19016 12616
6369 2424 7390 11745
8614 8537 10317 13412
14260 10399 17973 18014
2933 3059 6749 5181
4830 11189 5350 14054
18921 13475 19015 19496
19049 4357 20000 9243
13250 11179 13304 12378
13939 7269 14751 19018
17938 12400 18155 13447
7671 16254 10449 19910
1145 46 1883 7580
16505 14129 17340 15944
9503 18961 13775 19865
4798 2124 7716 13065
3735 10980 4309 15788
689 18398 6319 19333
6393 2621 9508 12227
2615 13008 14671 14906
7717 8096 19153 14022
14679 9111 17781 13350
3002 6308 12748 6705
14862 8833 17592 15275
5825 11804 13668 14818
12892 12742 17419 14252
16475 6010 19767 12179
12457 2682 16295 14654
12405 6850 19626 19557
14213 6936 16200 10763
3257 9371 14731 19686
4925 19993 7299 19993
10365 8944 16982 9962
13010 17699 16125 17807
15208 14542 17588 18056
18972 16663 19796 18690
155 1225 11957 19056
4131 9282 14935 11510
19837 5858 19860 13034
3625 12376 18551 17225
6862 15537 13606 16072
17077 2264 18921 6782
12320 17037 17261 19303
12939 3775 15684 13660
1056 8764 7844 9639
17695 4123 18533 10317
6766 17470 13869 18671
7023 12717 13024 19403
10224 13943 12023 15094
15495 19936 19055 19977
15948 2915 19524 17849
12327 10980 13436 12290
19360 7985 19483 10984
5360 14900 12358 18791
19194 9043 19448 13023
13143 1299 16787 19690
6304 9484 16075 12934
3993 17813 10239 18259
10141 19164 10733 19829
13785 5347 15905 5493
11795 5152 15063 9851
16545 15210 19304 19003
16604 810 18990 19172
18793 7793 19327 11764
8509 5038 9235 14948
11071 12620 14819 12629
15454 8949 19519 17343
3577 3608 12448 12899
11843 12832 17070 15508
17666 19203 19190 19426
16481 8613 19055 10112
8906 11992 18652 17453
8444 8542 15364 11790
9473 12684 9893 14889
16235 507 18677 13187
9108 1065 15176 8298
15298 18840 18971 19634
3156 19579 11953 19714
10414 11057 14476 18483
15122 5879 19302 18806
9921 6010 19939 8362
1214 928 5393 14987
5827 1578 7326 7600
7742 17576 10284 18928
16886 10834 19625 19608
983 5649 5031 7383
4357 14510 19963 17466
13565 2727 16858 3685
10721 10663 19626 12824
12033 10374 19565 10593
11128 2625 18166 13451
10894 19369 11414 19846
2331 6859 15813 14080
16355 575 18325 3498
14256 14705 18216 15190
3189 18861 9502 19241
588 8395 18321 17960
3626 12095 15894 12626
16156 18762 18247 19313
18900 17077 19627 19592
1511 2552 17059 7186
8778 16795 16086 19014
14034 4560 19885 12184
16889 11976 16985 14542
5260 11635 10976 14346
19095 4190 19735 13964
1607 18852 19550 19835
10168 2352 14712 16076
13857 12410 16221 13413
19719 4949 19915 10565
9055 7356 17686 8883
7930 17036 19984 17501
7391 7805 16446 16655
11580 16079 11634 16916
13965 16735 16330 18548
8259 7645 14622 19939
10127 7845 11701 18771
10368 12781 13478 14889
10833 4256 11522 11232
1523 1666 11522 6363
13724 2995 14140 15470
8658 1086 15550 11212
4974 14239 9358 16214
3619 17597 14644 19284
15798 14526 18474 15821
17106 9867 17627 17514
8447 18673 14622 18829
3970 4212 9542 5588
14512 4497 19280 8168
4748 5441 8757 7810
732 4684 11064 19602
5649 10774 7827 18696
7803 1592 11222 16723
14858 910 15812 19524
17740 2809 18218 18798
14551 6928 17798 12625
10527 11212 18291 19234
11197 5970 18735 9489
14690 9474 16347 14971
3093 7419 18094 12503
11779 16808 16919 18057
216 7687 17168 19582
18723 15877 19358 17712
315 2 15148 8365
16980 292 18098 18115
6206 7618 15221 13510
2907 11964 12440 19857
10998 10239 17541 19157
246 2359 11531 14326
7508 16797 14468 18938
19522 11128 19652 17351
8336 16797 11925 18930
14504 13929 14891 19512
8694 7611 8753 11162
2583 16645 7572 19469
13727 18918 18934 19073
16213 16316 18497 19379
19074 2549 19706 11245
8238 13930 9013 18565
3866 11388 7537 13226
18456 16078 18632 16141
16970 15451 18074 18266
18915 15740 19013 18454
3165 11587 11350 14847
9703 890 13219 9560
8936 3093 15800 13124
19319 4472 19415 9948
18775 11044 19856 18855
4590 2168 9674 3141
12955 12727 14105 17190
15996 5357 18327 17481
4116 2874 11543 15552
4426 13521 11793 16168
1298 6848 4604 8675
4654 7557 7429 10821
3969 7994 14746 8470
1949 8579 5148 12221
100 1524 10815 18334
713 18713 4077 18801
15899 6378 18777 18519
3203 1005 3330 16492
1075 2702 7603 2797
8694 12721 17230 16756
6339 10119 6363 16804
11788 1927 15848 9796
18719 14786 19877 16525
8431 4396 14620 4406
12859 10404 15494 18220
14419 5354 19411 15233
7632 6243 19757 10414
16168 2509 18843 9715
11323 3803 11375 8836
10535 14562 16509 19765
5925 8876 17445 18132
15498 13032 19894 14324
1424 6533 17670 8107
13839 15972 16314 18020
9084 418 19080 19407
9793 6386 14197 15111
13389 7811 19319 9940
9944 14908 11391 15214
2989 6463 11850 6523
17707 6807 17762 18543
1198 16848 5315 18836
4449 11869 19456 19620
929 7364 19738 12205
7277 13532 16482 13903
16817 4674 18612 9151
4236 10001 6642 11987
10341 12778 17278 14760
11137 10175 12733 18182
7433 11391 11118 12820
5695 5698 11611 17052
3677 17333 19117 18951
7346 8836 15485 15933
14280 5878 18504 6808
12311 13580 14210 19401
17994 10201 18788 17372
344 11990 2142 14705
19512 17177 19687 19695
5046 5607 9109 15325
15953 7811 16685 15932
3718 7152 4983 13346
19912 2699 19960 19894
2122 9542 3704 12043
2552 19655 7333 19742
851 7176 1044 13732
3743 3587 5157 3934
56 12858 12735 14766
7897 11632 11371 15724
8376 5353 10361 11093
12508 16114 14540 19251
16261 6449 18180 8996
9405 17562 19302 18168
2959 13378 17902 15204
13042 12171 14758 17589
12251 3623 15344 10952
2425 19685 16030 19743
379 13252 19362 19785
4348 7367 12082 10930
10963 19635 17652 19687
10192 17419 16371 19743
15488 11578 18559 13874
6178 17825 16254 19297
19881 2956 19985 6612
5206 18631 16131 19554
19527 17261 19603 19547
15535 9913 16466 11618
5887 3725 18114 10544
6888 4031 7662 19544
14144 4649 14898 10633
15925 304 16542 12577
1793 16080 10453 16183
9647 14987 15527 18446
1012 6030 19201 11602
16084 1522 16525 6473
12990 2732 19082 6809
19320 1632 19978 2856
18707 3987 19782 14177
11466 13254 17721 19819
2726 7313 13045 10768
13124 526 19316 7356
11689 13643 19856 17604
19467 250 19535 13044
8621 1400 18864 13012
10163 12050 17993 15935
18714 11442 19412 14339
6915 14294 17763 14561
18537 5535 18670 18181
10469 18863 12602 19295
12541 11298 17775 18467
10471 5092 16765 5136
13525 11729 18423 17875
18676 3870 18893 7145
6289 8108 11836 10853
3338 17590 11577 17981
13028 8357 15341 19858
19143 1526 19394 6366
4996 18020 7218 18837
14203 6639 19378 18135
18420 3879 19262 10707
11445 17810 19376 18553
13044 19189 15224 19442
7159 19787 17061 19885
12744 19423 18849 19574
7054 12877 14066 13523
19157 7203 19968 14597
9359 4129 15289 7534
17915 791 18358 14973
10453 11708 15630 14985
3872 5563 14424 10880
12434 8272 17322 16609
17506 2827 19693 18174
10555 7526 16897 17255
11049 9889 14637 12796
18923 1917 19789 9286
11287 1817 12005 5790
15910 2349 16076 7214
5702 10438 9622 13149
13372 13190 15999 18418
14182 3802 19342 4886
19831 18762 19895 19548
16119 3724 19781 11527
5109 1966 6761 4516
3213 2049 11676 4856
12216 6946 17981 8834
14417 5726 17036 13653
1669 6288 19655 7911
4304 10839 14163 13778
12249 11814 13655 18874
18881 13910 19126 14727
9222 11916 11576 19521
6677 19066 7955 19252
16467 5639 19150 8624
5466 5845 16079 10884
3056 11781 16542 12062
6175 5533 8972 6691
10682 1600 14229 2614
14502 2989 15441 13826
5843 19144 7884 19729
9875 6058 14045 12772
10676 17381 16650 19028
9521 12136 14172 15453
7568 5947 15028 14272
10114 3795 13818 10991
1494 4814 8899 13491
3255 5053 14604 10323
12114 16724 19132 18574
10202 19659 19259 19739
9026 6039 9692 11156
7453 3113 8208 15667
4834 9182 18964 9997
15094 3713 18600 16594
16465 14717 17766 17244
13844 1716 14455 5460
14328 18442 16824 18550
11888 12685 14053 13971
10795 6641 16432 8815
18772 11042 19495 14427
9450 10960 19174 18521
2288 19494 3652 19614
15183 6902 15450 12948
14221 15554 17030 19103
16120 304 19204 8303
6666 9228 19709 17747
6460 19353 11887 19505
9995 3623 14133 6665
15119 18576 18154 19690
8425 13480 13100 16133
14152 11297 16564 13722
2667 12728 11550 16395
982 3226 12044 12210
8479 18898 10111 19787
13879 3525 14190 16773
8859 17757 18247 17853
19849 16685 19933 17101
13712 15147 17558 15327
9412 2640 10276 8737
2078 14078 15178 17187
3311 667 12095 11270
667 10644 12710 13496
1100 18544 3043 19826
19732 1453 19889 10665
17960 17428 18598 18894
2672 8020 11542 9643
8824 16423 15123 17167
4185 19665 18515 19940
492 19695 2621 19874
19697 12584 19916 14358
21 10401 555 14884
7631 3261 9391 9429
9357 12695 9747 16596
8291 8290 16616 19079
18124 7269 19067 18573
17700 5553 18681 19196
15662 17332 19866 19427
10227 10994 15956 16053
51 16084 12196 18542
11180 12342 12171 18470
16480 10579 18932 14787
8829 5451 10014 16005
18099 12548 18840 13141
19858 16955 19907 18539
6407 7573 6756 12111
5578 11062 11490 12719
5191 9387 5740 15227
7250 12708 8795 16505
6699 4265 19040 7070
10906 1778 19102 2206
7438 173 11367 7914
4752 14790 8494 15152
8104 11186 10319 17564
9047 9217 14028 14682
15369 19167 15922 19853
11754 5846 16239 7458
5372 19053 12728 19091
17157 11120 19208 13112
9342 2835 9588 16316
15488 12171 19938 18067
16228 17192 18160 19462
4040 10011 15930 18881
11560 4898 12520 9906
12100 9390 13888 13368
461 18938 16894 19132
12845 12315 18594 13132
2688 19706 18363 19759
9340 7104 11140 16680
15431 14500 17618 15863
13156 19552 15358 19570
15493 15806 16869 19284
16847 13161 17238 16598
7852 2663 17247 7813
15490 18237 17791 19433
10305 15161 17937 17592
2423 8900 4207 19144
3309 17654 15108 19301
4943 2424 12625 19473
509 14305 5643 17868
2497 7587 18571 9733
16423 13518 16699 18605
13829 63 15469 13354
18749 9200 19160 19491
13214 16273 17297 16393
7402 4609 13862 13355
1011 1119 1842 5918
7765 7243 14512 13518
16083 16283 17989 17168
16990 11747 18728 19312
14420 5389 18554 19771
10918 2012 18253 10027
1972 17852 9670 18762
6516 10116 14217 16884
19680 5216 19940 18253
7410 12329 10660 18647
2855 12801 19501 16216
18198 10750 18405 14666
6326 15654 13512 19149
3184 6141 15002 7058
2933 7570 5508 17286
5720 13562 19801 19596
15219 6255 16995 6398
17270 1284 17657 10327
16336 13234 19215 18505
161 13935 5236 16267
15386 14043 19319 14476
14579 19484 15372 19886
16766 215 18457 15728
6747 3283 12066 12770
13313 640 13552 6355
7833 17557 15740 18404
14937 7236 18924 14913
7970 4289 18633 9468
18297 17014 18644 17597
17590 10490 18327 18552
9870 7263 13382 13547
4859 12870 11809 15236
12673 11090 17771 14757
17442 7364 18029 8648
7811 2274 8531 3889
4753 7363 5851 18513
14880 14191 14919 16444
7524 15497 15755 19875
15042 6523 16322 10736
6434 16542 11641 18353
12440 701 18716 11733
1832 11165 19310 17524
6055 4706 9730 6560
9998 18810 13608 19916
9277 10486 18872 14185
4730 8846 12514 14429
6135 15599 12730 16301
8424 9712 19688 19999
10863 12192 14295 19941
4942 274 6155 17074
18309 19803 18596 19993
13968 3120 15936 15326
6055 9649 10652 17872
1701 1852 17569 10978
8200 5815 13259 9309
7892 11020 18428 12127
13811 3841 17363 5332
8942 13138 13732 19302
2331 11348 7929 11642
838 10714 8063 18742
18018 16606 18704 16775
15595 6509 15773 8398
11911 9970 17509 14839
15183 11800 17670 14329
10845 11369 16753 15215
19766 14508 19946 17637
9546 9824 12815 12049
2456 16526 15902 19131
9126 8228 15443 18227
19975 1604 19996 19711
10663 19162 12565 19738
15848 16127 16857 17200
8742 13418 13075 18066
7759 1254 14635 11179
7475 19457 17806 19853
10262 16871 15095 18392
19130 6913 19992 18773
11747 12595 14214 15292
14946 10216 15797 13088
10939 19146 12561 19528
11555 7311 19466 19967
7401 13154 7861 16172
14751 1254 14920 3652
8316 19216 13204 19347
19189 8226 19302 15276
8930 1540 10864 1963
14174 17807 19744 17890
5277 133 16808 16601
19321 11884 19380 16888
19729 6965 19892 11760
13502 18606 15344 19267
11410 13537 19342 14121
6309 27 8193 14210
5744 5872 17701 17964
18942 292 19033 1421
1826 17976 4284 19095
4627 1749 6956 3446
16319 6930 18594 8191
19771 5723 19847 9872
1973 696 5905 2659
18921 13880 19158 15506
3714 10206 13017 16857
6292 17282 8799 19172
7968 1474 19362 3674
14486 16277 16051 19110
17570 2331 19945 15618
11062 666 17933 1129
88 2638 12614 19035
1499 2552 16777 7336
2170 13977 8763 18071
193 8688 6546 17045
16956 11893 18739 17588
5058 13471 12528 19333
6156 16461 9780 18539
17151 18292 18262 18687
19333 5850 19486 7794
6163 7956 17226 12188
8889 1497 18397 9403
15935 13069 19702 16797
9996 1402 14668 1434
7728 18398 16970 18454
10740 3825 13919 9510
13458 15948 19529 18603
15336 13450 17461 16363
2328 8540 5501 12816
18469 8778 18847 19173
4384 3867 5820 11902
17811 18918 18655 19687
16298 11687 19021 14776
578 4823 1668 17772
7777 14997 12246 16793
3065 14053 14028 18138
17455 11158 18734 14016
12442 13869 14568 15026
11300 18809 13969 19687
16038 8641 19108 10163
15 15740 17381 16844
19691 17401 19951 19078
13877 9079 15857 15457
15040 13131 18097 16081
4617 9438 4848 12585
6000 6515 16427 18116
15062 17242 16718 19065
5727 14333 15172 16457
16180 18669 16232 19263
7154 14623 10778 15780
18890 8319 19407 11454
15099 9538 15341 18453
8017 19629 12725 19983
4480 96 12150 5888
16624 18116 18932 19613
2118 11207 10314 14085
15201 17088 19636 17361
18418 18232 19493 19527
16427 462 17538 1555
8239 371 19674 3777
4503 18081 13102 18547
10185 3155 11420 8934
14853 17608 17828 18544
13143 4752 13643 11011
15532 9991 17189 15306
3863 5714 9816 6761
2519 1844 7194 17728
5794 17495 18087 19429
9355 10681 13945 16302
9033 16041 18520 18645
15231 11119 19926 11926
8106 3313 19166 15743
5617 10268 6886 16988
38 16714 19947 19866
13181 9621 17158 17958
11495 18058 13114 18699
17455 16563 18312 19157
7436 6978 14424 13107
8817 6307 17156 11632
2452 8866 12723 16059
12167 18809 13973 19677
7272 17613 11739 19207
5912 13671 13732 16566
4979 1419 13750 13126
16697 1504 17185 16699
4314 6401 13579 18635
14198 6443 18026 15641
11263 16493 13021 16710
1582 1322 3178 9220
16334 8467 18251 13317
1237 1810 12503 16792
5783 10792 7016 13170
9586 11867 10117 11985
16537 291 19591 11262
6903 19731 18153 19868
4695 12227 11245 15723
15824 14811 18785 18199
15888 8777 16721 13618
13191 8158 18153 10278
13626 1285 17152 1580
130 4867 5974 16955
3394 6652 18421 18216
18124 6776 19161 7385
8732 6540 18612 19486
11685 11827 12747 19994
1539 15121 13827 19501
17694 801 19225 2496
1694 4038 17559 7669
4970 19003 13908 19341
3034 5024 3376 11669
2943 7988 19673 15292
5506 11568 19093 12870
6873 5542 18649 9282
943 12062 2726 19852
15430 17159 18851 18716
8472 2716 12721 2720
8664 11965 10296 14093
9451 15373 10115 19474
19313 4254 19933 16716
12382 10187 19922 11971
8002 16493 10039 18223
756 16351 1154 18753
18119 5896 19313 18218
12821 2355 14124 15443
14508 150 16267 16324
1058 13343 5895 15844
16665 9454 18326 18181
4280 19130 16098 19574
13170 13102 14574 17836
8370 16995 16289 18379
13413 4548 16799 10248
13626 9009 16804 16921
11744 10053 18210 10600
6818 9878 17829 13537
13334 19641 14351 19742
9477 18437 19785 19016
16896 632 18716 11688
2810 2230 10878 2324
13065 12809 17216 19074
6843 11824 10287 12094
6398 11761 19073 19238
13864 4342 15463 7348
6707 9594 19684 16901
17972 7774 19358 16772
7341 18025 17241 19445
3621 9083 9052 19786
12796 13246 15686 19904
1495 7738 3182 17653
9925 4564 10178 4621
18108 12798 19780 18702
14085 17144 19361 18226
17017 12077 18596 15286
17575 12213 19291 12387
11938 11277 16830 17237
5584 19358 6317 19768
11043 11457 13506 13399
2188 18856 6136 19283
10390 10241 13656 18652
9852 14577 14214 17879
15901 9351 18607 13625
14500 16300 15118 18354
19732 890 19804 15143
12485 40 18453 9473
8301 14809 19605 17046
785 15238 17183 16075
3107 122 5459 17637
16862 13405 19746 18322
12577 13892 16172 14194
2921 1826 13013 10325
3504 2420 18856 8588
7350 15084 16250 18761
6599 7814 6967 18568
16579 19457 18067 19983
4649 12810 7525 15205
16560 10837 16623 13786
10175 16323 14382 18455
6878 19 18614 15662
5911 16407 8442 18944
17519 5833 19289 17885
3031 11762 17385 13181
18271 6438 18947 8945
18207 3257 19161 8883
10746 17039 19599 17367
3327 14677 7702 14873
9242 16644 11870 17473
567 13524 6440 15926
10121 795 16476 5380
15113 1320 16391 17593
17646 10156 18654 16628
870 4241 8740 14585
2624 18932 17166 18956
3027 9734 14036 15890
2824 1924 17828 14402
2182 11734 6100 17390
7852 1134 17755 8193
9928 10363 14146 17893
6628 4228 12648 8178
2503 14709 17894 19664
17510 10104 17702 11676
70 66 16386 16700
1334 12660 14173 12970
13382 3903 14197 10965
17225 5548 17425 17488
13453 13699 13823 18463
4737 2685 9085 11953
6001 424 12272 7869
15089 10478 16969 17069
1835 948 17212 19669
513 4999 9752 8667
5818 3689 16689 13467
2486 8734 17727 9508
14403 3878 19739 7926
7164 19951 12733 19966
15682 17198 17425 18554
11635 7469 15644 14706
17235 12016 18371 17945
5933 15503 7657 16815
337 17498 16813 19342
9252 18493 12144 19725
7093 13408 8290 14184
18001 438 19110 18271
2824 16341 18897 16496
380 1349 18583 15799
14440 1696 16189 13595
12593 802 19852 17193
3494 19579 5448 19783
1546 3664 15543 4092
13403 6252 18879 14599
3202 16641 6156 17482
5873 1278 16713 10979
2562 15033 9105 15528
1994 12177 5503 14901
9222 1145 19279 10042
7499 5869 16188 12337
3027 10084 19192 13399
5188 12827 19733 16569
15814 9647 18223 18916
8034 9874 16394 13489
1008 16404 15463 18072
19872 19095 19921 19453
7807 19720 12123 19945
18554 7730 19355 17950
13029 18953 17103 19428
3816 10252 8866 13137
18930 10968 19848 18011
4350 8025 9494 15849
6043 3444 12372 8752
6976 16287 18961 18009
453 12501 17046 15831
3100 1954 8643 8229
17136 18073 18112 19103
5035 2720 19229 17475
17801 3223 18135 8882
12169 5948 19018 13069
7125 13546 14927 17533
4905 3861 9117 14241
11388 14495 13436 19735
12095 3919 16958 19374
141 12682 8613 17841
19309 15130 19816 19521
16514 4263 18349 12657
6926 18773 16215 19464
3001 11965 14566 12784
10243 15378 11600 16119
295 7629 18064 9492
19510 11727 19970 14557
11727 10138 13892 14335
17453 986 19867 12110
19647 19408 19722 19423
14680 14537 15352 14579
5746 8211 8156 8861
1757 18391 4552 19174
10287 9228 14771 15840
9942 10684 12568 19785
11877 13647 14102 17192
12399 5016 15059 11489
15515 16751 15709 18206
17557 11566 19706 16175
16033 2559 17599 6890
7748 19006 11347 19640
10842 3534 12220 18987
10995 19314 18267 19904
87 18441 9708 18619
12448 3142 18541 5901
17712 3306 19390 8067
14154 14926 17192 16431
6061 19102 13971 19579
5291 19776 12798 19922
14096 5004 15050 11999
16448 3910 18823 7245
2758 9700 17079 10532
11005 11687 11374 11737
12083 2125 17327 15302
11655 6409 14281 16964
1891 16163 6603 19228
7464 11298 11178 13448
4646 4224 7166 4987
12621 8851 12741 16540
537 18448 9685 19739
199 8781 16671 14769
4821 15320 11191 17661
4637 6418 13007 19892
8729 5861 13084 19904
3184 3785 5059 17000
8582 3630 13557 6419
10231 8504 19894 17815
18114 11826 18790 19373
7768 8960 10342 17057
1304 13164 14533 19874
7031 13442 13034 19203
1681 1013 13012 7225
