1000 10000
12839 3695 14811 14575
2523 12313 19099 16160
17221 15203 19133 18963
17723 4379 18987 11550
6814 9789 18584 12048
7746 7621 13977 15275
17284 2580 18765 17746
2222 5497 14236 9457
5583 7019 5591 17889
17943 9734 19224 14621
16351 7892 18026 8501
18171 13084 18190 19351
19272 3345 19789 15272
15278 10388 15852 14867
14355 2937 19617 14482
11270 15458 14562 19632
9034 19087 10057 19939
12673 19168 15743 19224
13683 5733 14353 17852
13577 13286 18118 15252
11175 9238 15516 17300
888 14220 8858 19815
11852 5495 18767 17303
10278 5190 16694 5938
17100 5938 18754 10758
17441 3638 17801 18857
13934 13377 16324 19569
10290 2856 19382 15317
19606 3191 19704 12013
4433 12656 5595 13447
18816 6938 19656 15370
6247 2685 16210 15343
4685 9619 12370 9707
425 6851 11567 17083
11103 11138 16853 15201
9566 9754 11451 19777
15586 12788 17727 13849
9460 866 12532 6896
16607 7728 19695 19912
15959 5289 18222 15474
11732 5565 12742 10160
10793 18537 14307 19270
18505 19562 19783 19661
6449 14485 19913 15907
6071 9472 7843 16450
6304 8189 10678 19748
11664 10376 13758 13454
12010 18352 14821 18537
14366 2108 17423 3538
3999 17458 4566 19240
16610 5303 17484 9791
18806 18790 19842 19274
9671 6149 19737 13377
213 6493 12750 12770
3092 19757 7759 19965
15006 4043 16194 19898
32 19136 1841 19900
6225 728 17310 10533
12482 14212 18268 16447
3634 12187 6701 16319
4743 2015 6451 13384
9989 15681 16501 19791
2934 11201 10746 14726
16610 6527 18427 9127
3902 1079 8375 18548
18988 11550 19525 14058
7275 6587 10306 7232
6749 3028 11472 10645
14604 2228 17291 11044
15592 10790 19409 11523
2798 351 7723 11598
1161 8635 4115 17063
11841 3494 14867 3519
12900 19051 14302 19957
18123 16378 19941 18348
1802 13584 16614 18878
1192 3205 13268 12109
9169 14508 12748 18702
17873 2113 19863 16863
1854 12170 12889 16806
13297 860 18606 14548
3224 17346 6722 17372
14878 16615 15775 17450
9795 18852 12380 19841
10483 17817 19400 19029
1191 14191 6166 17441
18758 1430 19889 1494
18971 10888 19007 19893
6041 10975 9525 17684
18884 8089 19321 17683
11147 519 13694 10888
8123 17854 14003 18917
9661 384 11053 18210
15113 7245 17163 11457
6644 3506 11837 10037
16105 606 18285 3265
15495 16670 17000 19059
15538 11079 18977 17643
9950 3599 17039 6697
18073 12737 18556 14568
1736 17941 18201 18008
10578 5515 16009 7580
4827 7655 11295 15507
4675 14631 10552 19429
8868 14625 9132 18738
165 5500 1660 19684
16955 15604 19035 19169
8129 7882 9103 10944
3007 19081 14892 19696
2025 3842 6333 16272
14407 11604 18229 12844
15170 7458 19384 10080
1863 12263 8272 19629
7104 2909 9814 10700
16111 12237 19260 19498
9948 16597 12235 18969
17846 17232 19185 17757
2760 11360 4711 16965
12682 15324 17249 19502
1558 1635 3708 6955
12137 1854 13353 3939
8002 6137 8749 18915
16059 4755 19100 18721
13454 7926 14297 14792
8534 18932 16840 19431
11358 14600 11463 17267
4498 4650 17481 11463
8053 1121 12177 8112
4270 4986 19953 13668
8338 7052 12554 17937
6461 11158 6985 19702
10268 2364 18917 9477
11443 11927 17782 17003
13895 4292 19947 9248
1833 14531 2637 16077
4604 10346 5724 14374
2822 13484 18033 17417
9834 19347 11034 19498
19767 2991 19793 10049
12418 12777 18969 19141
14156 8864 14491 9337
3308 14493 11491 16788
11987 7310 16924 19401
11199 17809 14312 19579
4933 16536 11859 18460
18989 17076 19306 19178
101 16513 8710 18020
17990 11188 18084 11600
18900 11788 19609 18594
6205 3698 8455 15519
4088 6387 16207 9860
16255 713 16673 17782
2853 19537 5195 19746
7984 988 8926 9425
10349 12160 15331 19501
13242 5660 13304 11956
9787 18640 19123 19588
3130 10583 3948 18615
7613 8636 18013 15230
13813 14204 13831 16232
6652 4215 12374 9013
5008 44 14956 9656
17841 3306 18602 16941
12896 16143 14184 19460
2806 827 13892 17543
5189 16300 16695 17793
13302 10195 17000 18895
15782 3845 19639 8636
922 12624 8147 15712
18357 14618 19672 18893
17369 16956 19345 19986
15900 16432 17899 18009
10588 19671 15022 19809
18015 11334 19855 14041
11517 16998 17539 19878
17471 11097 18104 17495
12703 3232 12814 11509
16160 14859 18321 19903
18369 17807 19386 18707
11603 19681 15138 19716
5368 17091 18865 17262
19902 11354 19997 16522
12430 9085 14358 9879
14085 12681 19023 18844
4972 12820 7312 16557
9602 14199 9694 17687
4671 10779 12751 16190
64 5268 6395 5393
3709 19097 15586 19438
19197 12013 19220 19107
4599 1421 9069 6368
4462 9523 17394 16951
2548 2858 12607 17890
16820 9841 18298 13581
6431 18882 12436 19989
14891 10493 15868 19131
17940 10476 19144 11589
8533 17724 14486 19321
9801 5575 15926 11361
6030 18065 17717 19615
5462 8318 15060 10039
13102 7496 15195 8451
9240 9377 13527 16993
7682 17888 8714 18794
9547 10101 9645 16769
2446 7805 15651 19996
14491 5536 18814 13814
12827 3103 13228 5784
14740 7791 19831 17748
19410 19793 19562 19813
10963 10614 17453 11774
710 18457 8376 18761
6943 14936 15029 15839
10799 14374 11220 18000
14792 6601 15612 18940
7494 243 11907 15099
8126 8475 17980 12023
5891 18617 14105 19630
19660 3428 19789 16451
13319 12653 17487 13134
13846 3207 19967 12791
4762 4250 6130 4628
4239 1885 10639 3467
3039 11654 11923 17212
11337 16676 17002 18175
11908 7866 15692 11334
15557 18012 16548 19677
3456 2150 18651 15761
14780 5447 15564 11287
2709 4643 8547 15178
12515 13280 18994 16567
5535 12896 15479 19097
2440 5521 8416 6416
6338 17137 15397 17844
2489 11009 8769 19923
18573 2195 18747 5669
11294 9312 19394 16872
6461 19780 9494 19849
2945 8009 4196 14387
18740 3312 19481 14465
7563 12585 19224 17673
8552 3942 15562 14893
8106 13034 17897 16100
19780 18076 19900 18451
4791 16461 19079 19512
14899 17477 17411 18533
15361 2771 15383 10523
15748 13858 18195 15834
17180 15792 18221 15916
16421 5516 18951 19501
17434 15334 19725 19129
19893 5423 19898 9963
572 16639 4927 19666
4352 12466 14577 15164
10111 3682 18172 5494
14346 7349 16964 12644
2077 6211 7537 19865
14537 10513 18393 14032
7032 18039 9707 19874
1959 18610 5664 19530
6272 1049 17375 6422
11940 17313 13780 18240
3001 2856 13270 17357
2163 6455 4585 10342
19848 5446 19931 10930
2017 19757 15672 19909
14055 1461 16374 8513
13973 10073 15995 16228
6240 9265 19264 17921
10510 14394 16204 15208
1649 5808 2203 13227
12996 18345 14119 19825
14398 18688 18796 18798
7852 16877 17314 19788
14110 16788 14548 19627
13195 4124 17413 6780
11658 1824 14011 9954
2808 17469 4685 19177
19543 10317 19956 11832
10382 9238 16804 11215
9884 10256 17987 16832
8533 70 8763 16971
14104 11235 17259 12148
5088 14116 7548 18186
14782 13680 16988 16457
2111 5064 3691 16289
13458 9414 17777 15360
9655 11559 18140 15571
17701 17317 19134 17447
7663 6997 10021 9645
6678 7251 9849 13754
17682 13060 18551 15742
13145 19663 15629 19741
7689 7111 12526 16543
9815 7971 18733 16906
17373 2983 17401 3954
16652 13008 17680 16436
16436 12042 19394 17457
17515 3656 18542 12729
5954 17723 17665 18134
10421 6494 11879 19576
1915 10211 12987 16781
2677 19143 11125 19509
2295 10724 7163 18310
5596 11859 18813 17535
10082 5124 17066 13559
7761 9454 11333 11552
15643 7852 17510 8306
16686 457 18483 6171
7465 14237 15352 17789
19007 3387 19584 4854
12583 9497 14834 14377
6473 3815 16385 18040
3479 8889 3981 10251
17690 3790 19623 9843
19629 5306 19634 11184
3617 14365 17147 14791
8471 13029 10142 16171
6314 3631 12563 9782
5653 13435 10767 14923
12953 14457 17236 17602
5891 14285 6607 19662
18489 1817 19518 6825
2233 8928 2441 10630
18514 9246 19598 11311
13761 8880 16043 16109
4319 5639 4561 12116
15598 13609 18310 14073
2995 4067 18022 11688
3657 7811 18968 17689
16323 7240 17877 9189
4703 18398 12661 19019
12925 3363 16270 6722
15809 12143 18552 16534
4473 4409 6502 5473
11631 8716 17217 17167
12096 5528 17766 14548
10070 7793 13562 8278
4984 18161 12271 19229
16882 2352 18910 13934
10027 3941 11447 5659
9315 241 12314 8918
14454 14351 19878 15581
3403 288 3896 14720
10402 14634 16137 16871
16879 18771 18766 19987
15256 9890 19655 13287
6601 19355 15983 19816
7453 3793 8027 10304
16878 12533 17930 18704
19918 13217 19988 16018
13592 536 16130 10519
15662 10983 19238 13163
5194 7085 13844 13635
13961 10167 18087 14665
1731 13941 10444 14424
16311 15971 19004 18470
15977 6587 18307 9572
8879 12839 14224 13696
9717 10228 14768 14473
1578 13454 8269 15942
8165 5677 12621 18438
1076 4338 8973 10306
2007 19309 8837 19694
11415 5464 18322 12588
1062 19101 18296 19857
17191 599 19542 11235
8527 14965 12192 15062
1232 5246 12270 17420
3017 2842 4378 19630
698 4623 1742 4910
15896 469 18243 4497
10047 8827 11757 18805
8856 7447 16197 18055
8596 11118 16557 17028
16205 14102 18384 16371
7791 17754 9761 17811
18769 15837 19404 19390
8714 1221 11932 14548
18413 17156 18562 17954
1989 18693 8360 19673
481 1093 13668 10902
14477 4016 18932 19542
19880 6603 19890 13340
7136 13696 18233 18629
17671 9856 18721 11870
9461 8754 18380 10483
10050 18118 18525 18329
85 13888 11277 14066
1243 15421 15506 17463
12007 10784 12615 13697
4259 15840 19752 16641
7945 4548 15910 18639
15571 1931 16385 13409
3314 17986 8945 18572
13156 18386 15370 19529
18703 6840 19479 8304
16408 15338 19953 16272
3995 4613 4848 18380
14318 2095 19603 10336
10678 10200 12400 17138
14391 16569 15869 16871
19146 9802 19297 19533
7387 2371 15206 13507
1234 10245 6387 14030
2500 8981 15258 12115
8189 18683 13473 19315
13667 18654 19873 19487
2662 8518 18537 19622
1110 12515 16788 19645
9600 2875 18708 6155
927 9400 3854 10100
7159 835 9388 3962
11646 12567 13338 18884
5527 17813 19199 18160
17590 15580 18847 16743
15710 4009 16199 9246
19072 8013 19808 8775
6199 12822 9400 15224
17411 47 17786 9289
3899 16141 8840 18355
18590 13688 19643 17230
12547 6401 17201 8703
19433 5744 19530 9722
12411 8167 16350 18488
1423 11064 15089 14600
1900 11417 13233 19219
16370 4759 17366 14888
19032 5885 19183 9261
2083 13564 8355 19303
1043 16561 11577 17785
7778 6845 18482 11307
599 1055 19388 8989
13782 15321 13871 15971
17148 6441 17613 15372
2783 6448 15294 16420
6682 5107 9740 7061
19609 4979 19872 14246
7244 2216 19624 9970
2334 15318 11576 19912
4476 6476 9367 18339
8183 15693 13447 15864
19409 11427 19682 18471
1467 6513 14600 14741
19134 10503 19982 16088
102 4353 3287 18606
17580 12636 17600 13577
16281 18735 16497 19763
8937 9849 14896 18406
19240 324 19270 19371
6304 8012 13542 9544
11652 1661 18736 18233
18022 15158 18159 18186
13221 14086 17890 19881
6732 10182 6987 18324
2895 12976 19961 13415
3049 4214 6577 18628
13179 2305 19611 17967
2768 6645 5793 7084
4290 2073 5010 18549
8956 19545 19618 19570
16168 17111 16606 17251
2153 2719 19771 11766
8869 19236 10763 19331
13034 10952 18845 15473
1594 632 8763 3260
11970 3393 15575 7742
17169 10694 18309 19403
1571 14343 7399 14596
8507 8942 14659 19918
1427 19650 12974 19854
18735 2463 19269 9140
8683 17923 11264 18970
10412 16307 12035 19075
10531 12692 11274 15434
9165 19914 19925 19969
3287 442 10436 6726
4515 16378 10746 16988
7399 1317 9145 11030
15971 4907 17378 6354
11684 7182 12487 18502
6838 19047 14979 19568
9813 13327 12148 19413
8973 10032 13429 14375
14947 809 19990 10149
1286 6376 4465 7177
18651 12781 18936 17878
19558 8193 19777 18094
7628 17549 14945 19914
6649 15249 19987 18893
7233 11688 18415 13173
2418 13898 17396 14685
12154 13002 17469 14121
14134 12791 16996 18110
4389 12230 13274 14904
9558 8796 17237 13325
17391 705 19576 17399
59 11978 4370 13465
9467 16265 11977 18008
3917 17634 6743 18706
5424 7157 17668 11138
9624 10420 11223 18625
12215 2839 12657 8943
8994 15998 17383 19982
7987 19282 8070 19822
13207 13083 18775 13139
13062 6639 16939 13615
13945 7377 16406 16552
3994 15837 18367 19877
6681 11249 18456 17155
8987 6196 12563 17949
7904 8496 9043 17505
1630 7753 11220 10790
2327 11808 2866 19337
4872 15398 19503 15703
12608 5066 17699 15280
13484 15209 19315 16851
2626 14246 10705 15817
5798 9248 11550 15731
4110 19446 5206 19826
1276 5997 9730 16344
2101 7306 16402 9629
11670 11106 15250 12893
4193 5574 7312 9649
4907 3321 9632 15447
13069 8672 16575 10720
8308 5115 15153 16059
12210 18632 19771 19402
13455 925 18483 6697
6416 2215 17395 14090
12919 14041 19870 19414
1229 13635 8894 17378
10650 15136 17743 19377
6693 11240 19069 12663
3560 2500 14683 5311
12563 3924 12648 14731
4208 14971 9244 17315
17761 7574 18753 12047
12291 3152 16538 8726
16063 14844 17456 19914
10173 16305 12825 18847
724 13499 19768 14878
7551 10326 19666 11735
6506 8925 19367 17056
16128 496 19339 16037
13472 10796 14218 19295
898 16456 7784 16814
9907 1225 18334 10007
1255 5688 10311 17894
5682 1309 6587 14976
8929 16345 19499 16913
19597 10948 19932 14356
13846 6280 18563 10418
8111 15354 15335 18540
15636 7032 15811 19584
6277 4491 18339 14314
1568 3693 6071 7257
18985 2253 19800 6047
12634 6534 16270 7508
19375 1570 19430 18650
10804 17360 11892 19618
4472 5146 13031 10562
16496 16343 19587 18463
3774 18413 10854 18655
3949 6318 17053 14521
15145 18277 16470 18532
9934 14910 16110 16302
19244 5349 19372 8163
9902 4610 16110 19210
15202 7208 15988 9206
11482 11029 15608 17610
11097 4256 14578 14779
19764 423 19961 2006
16851 131 19248 16153
3867 7634 10391 15923
14163 12652 19200 14037
19670 3364 19848 13201
10385 12380 17362 16565
14612 8360 18633 8721
3614 5588 8312 8746
8651 4357 14380 9502
17032 10183 18806 12653
17315 8277 17883 17925
4762 18307 8247 19197
14835 15687 18654 19283
17298 4102 18499 12287
2389 10250 6084 11986
13350 10209 17150 16564
17150 19782 18495 19975
16558 5536 18397 17747
14275 12606 17789 18012
4891 17073 10912 17244
1334 5473 14495 10035
19656 15743 19854 18644
15755 5976 19648 11511
19939 5832 19988 12402
12435 17037 17677 19335
19561 935 19908 3544
5484 5962 14554 8484
11110 17565 19783 18644
7568 18997 8761 19987
15926 11840 16590 13769
18272 17662 19317 18974
7858 12860 18017 18693
8565 3075 19024 3980
14629 1483 19253 14460
626 12307 3972 13465
4344 1950 5810 12933
5600 8035 10042 17016
11777 6533 14095 10643
2933 19551 15757 19688
4791 1652 16659 16529
11571 17054 18501 19554
9136 12362 15087 16059
17097 19335 18702 19618
12529 19130 14357 19446
12234 15718 17745 16876
10391 2231 11207 17973
10722 3350 18343 6690
3573 12415 15667 19920
16865 11341 19261 14598
15973 15129 17780 16561
3451 14254 9570 19675
5402 8063 13236 12090
3802 19803 6503 19989
16427 3400 17112 13820
2884 10169 11186 13357
15834 8952 17298 16934
12504 8434 12752 12690
15768 13547 17038 15151
7751 2516 9921 13991
2676 5620 8970 9064
10724 14732 12038 16234
8750 5390 10468 17342
6978 9899 16400 11337
15797 1627 16463 12093
17363 11567 19866 15189
3499 4971 12214 13764
15815 1122 17662 6584
3591 10231 13019 14708
9819 10855 14875 18144
8826 11475 14724 12678
9855 1188 14940 5153
15344 3520 16946 4185
5948 14713 17340 18481
11709 7145 12531 16762
9955 12773 10462 18544
9687 15899 13032 18968
14520 5517 15049 16770
8603 22 16543 9811
9457 17718 19934 19223
16196 5273 18856 19226
5883 3040 17251 17307
557 19116 2514 19583
13660 15336 18963 17370
4972 7492 10207 15682
14157 857 16878 5106
10343 14119 16717 18236
19743 7984 19806 14299
9041 2875 10372 16353
12813 13713 16046 16760
10615 12916 12508 18686
3185 16196 5262 19519
17593 14581 19399 17949
18927 8377 19798 13670
10192 17681 19260 19981
2313 8712 2502 12460
10807 2269 19035 15039
11074 19429 12504 19968
1334 12633 13224 18579
14112 4264 17536 5684
7936 13759 18913 18135
10486 2617 18868 16113
17595 5940 19478 12215
15588 3506 17750 14508
225 10927 5880 15365
11373 3166 15153 4673
4368 7519 13373 13710
19251 19832 19568 19954
14846 6988 18837 8398
11332 17256 16178 18075
19445 18849 19935 19299
14582 3811 15181 11228
5999 11348 6423 12443
18960 11524 18960 17665
6140 7262 14227 14574
2235 5351 7560 6052
18369 17112 19934 19190
16144 6433 17186 10155
5954 11637 7763 19522
7874 3832 10540 13258
2818 4393 6442 18942
2570 18401 12246 18483
8898 3550 9663 14613
9540 12393 14687 13363
11048 19438 11526 19876
13203 9386 15039 14357
6304 7706 9426 12099
4587 19740 16720 19752
19361 18374 19643 19892
451 6911 3210 13979
7541 12984 16605 15967
14802 4798 17415 6568
18418 12416 18512 16765
9304 8991 17573 13287
17442 1547 19551 12226
5708 6958 6783 12632
118 19574 9470 19788
322 575 2347 17524
9628 10203 10966 11472
6945 4331 12916 12557
16415 1596 16778 12379
18530 1819 19626 16958
6702 8431 7863 11950
3315 13351 5599 13795
7356 8082 11883 12676
1467 17778 7129 18838
5477 14881 9703 16782
11294 8314 15038 18577
19440 18102 19837 19301
6974 14679 11730 17099
18081 17124 19903 19550
12076 755 19248 17551
2045 8247 17684 16584
10711 400 15390 7330
16869 8754 18686 8800
4984 15048 6961 19442
2028 18919 16241 19956
13828 781 16650 8485
1 16653 11184 17872
8839 4161 10315 14735
17185 8068 19035 17713
4253 16032 5081 16214
17890 3275 19183 16192
16396 2727 17120 17592
14278 17040 18267 18767
11045 12860 18897 13571
12148 680 17494 9869
13867 19367 18660 19583
3613 9030 17885 13522
424 10319 9868 16759
12524 6579 18249 18117
7813 3649 8831 19875
13857 12089 19366 13987
19742 6250 19970 10529
5655 14314 18735 15138
6881 16056 18664 18990
8640 7459 15565 17856
19430 9515 19758 10150
13177 15770 19113 18755
19989 13950 19992 15072
19020 1979 19201 11959
4512 6536 19630 9357
14708 6180 19906 11970
13240 1280 16894 18700
13325 6761 19580 17110
12896 11547 18455 16132
6554 8950 15299 11305
7380 692 15632 18607
5807 6452 9411 18062
14171 13016 14206 16208
19641 6464 19721 6701
9644 11692 10496 15339
18551 6021 18995 15282
10040 6421 18550 17913
10496 17263 13593 19901
4291 5559 12613 19304
15575 17247 18414 19048
7578 12131 14501 14200
10177 8418 15559 18700
9682 14396 11809 14674
3880 9263 4643 12997
2207 8070 6187 18104
2136 6673 18285 17553
17435 13290 19244 18561
16402 1413 16652 3417
18459 5468 18929 10911
736 8663 18894 17121
2866 17222 5970 19534
10528 8792 13495 12709
6986 13470 10253 16237
9807 19190 16901 19783
8068 8145 19406 16141
8263 2211 12811 12869
211 18250 9391 18375
15157 18042 19567 18576
11223 14085 16404 19467
3706 16813 7193 18724
11871 7877 14404 7890
8798 2121 12705 15832
1269 13215 17899 14003
19928 15280 19971 18728
3100 865 7849 11187
4862 6744 12082 19396
6001 2420 14092 18928
15335 1937 17877 18827
17783 4502 19244 19372
4274 7026 17129 7650
6162 6494 9916 16371
10703 2245 15636 19493
2492 19920 4622 19957
10316 10243 12375 12023
7659 1945 16036 17082
14224 9439 15174 10465
13752 17268 17164 18486
17867 5196 18388 7238
12789 19574 16435 19859
15210 19096 18175 19252
14953 3674 19851 12969
7758 16890 15910 19050
2108 19992 5675 19999
18388 15851 19018 17796
14657 12355 14855 19341
2257 8591 13606 17651
14140 2590 14827 4480
14322 3455 16446 18888
8754 2345 8785 16368
12572 693 18099 2935
14461 5805 14805 15128
11965 505 19370 6642
1648 13247 6752 16415
10081 3175 10856 14056
18942 14085 19835 15817
8416 4246 18293 5841
18562 7680 19630 7969
7755 19160 11344 19257
11219 7021 17653 19240
15003 455 17901 18625
10509 7572 18970 12909
19901 2208 19980 13020
11852 15465 15007 17066
7332 15056 10040 16270
10828 15284 11731 16075
15263 15717 16469 17700
9460 1078 18168 17550
11159 12129 17497 14849
17806 10705 19263 19713
138 2139 3438 10782
12445 884 14921 7510
12054 3993 12566 16723
11126 1723 17537 17901
530 7981 12257 8455
12423 14170 17496 16353
680 2619 12698 8726
15191 3707 18014 6676
12945 9311 13413 18877
8570 39 9505 15633
906 5572 12090 9977
15558 11166 19508 11568
15174 15611 18294 19953
8915 15612 11158 19233
3351 11637 11566 14494
11021 19990 12121 19996
7522 17808 9194 18879
1098 2639 16910 17860
15271 12802 19778 18515
6979 4684 19370 12065
8743 5530 11781 19605
1430 18947 9354 19200
9973 10742 18863 13051
5997 7766 7761 14130
14225 11036 14556 14068
11949 7029 12494 12635
1564 2806 19460 7220
4935 2591 13869 19117
11027 1740 13338 9391
14661 676 15208 13295
6619 7573 13971 15467
3186 3069 19318 6437
19393 14818 19408 15330
14545 3740 19363 8901
8284 4020 16320 7110
17536 16974 19503 19409
16012 7987 18006 12355
17194 11258 19422 14528
4251 15412 6430 19735
2040 18921 16733 19699
16216 8582 16730 13415
14286 14903 18953 16572
2354 17100 19978 18160
9255 15116 10358 18359
18078 16381 18987 17244
19673 3581 19711 10258
17716 7843 18949 8119
4185 205 14922 9957
7534 7318 13761 16658
216 5332 8888 16724
3142 19485 11840 19546
18480 13294 18485 17361
4985 1332 11066 15609
1741 12473 8106 15565
7383 19677 18385 19729
4773 15703 13802 18256
16009 10076 17825 17476
14819 6405 15096 11215
2209 19715 4950 19886
19218 1404 19368 3389
11650 13200 18337 16567
8176 9367 10861 16720
652 6596 17262 12726
12823 5614 19019 15346
13845 18447 14463 19973
8520 10710 14638 13321
17451 6222 19888 17502
19064 9389 19959 16848
1442 19811 2580 19837
352 1590 13830 13076
5921 18340 15511 19872
4972 17094 19824 17349
1924 16368 15471 18324
16619 3866 18024 12398
10893 9858 12233 10291
11583 1295 11754 11817
16008 5615 16824 8563
17873 5567 19719 18479
15468 6069 17835 18553
7971 7308 12586 19068
11545 1772 12830 16180
18333 15125 18978 18476
18754 1364 19476 5520
8240 568 11396 13079
8267 14216 10996 16378
6710 4145 19109 13455
321 3881 9616 14455
913 2856 4805 11187
9828 16783 18231 17645
5729 5179 12191 11264
19594 11914 19722 16740
11098 6191 18737 15505
634 1086 9563 7817
3288 12890 8368 13824
12138 1996 12510 13563
5771 2922 18518 5756
12902 5201 16255 18628
18086 4502 19537 19091
16178 14205 18763 17101
15730 1917 18846 2005
12697 14133 17788 19650
4564 9247 11821 14035
19628 5921 19697 12710
11956 5667 16974 19151
13605 17392 15748 19006
18249 353 19706 13257
6515 12833 17746 18117
9121 17081 11545 18193
9990 16928 19787 17280
16934 3302 19207 12116
11716 16024 14137 17669
12932 4772 16467 7303
15668 4532 16374 7949
5077 15997 19780 19691
7534 13753 15911 19386
3135 11292 19950 18740
11000 19564 17853 19603
14822 7907 16840 11201
6799 15154 19731 19449
3351 8091 14825 19520
10155 5860 11163 10912
2672 10755 7534 16194
2404 11610 7517 16683
5152 16047 10320 17293
14638 14130 16123 15915
17064 286 19378 18584
2319 10956 15054 14765
13374 15318 14165 19612
1863 15629 7403 15906
13243 14304 18921 14381
16451 9928 19218 11885
9068 19929 18363 19956
14380 5205 19345 16368
1196 16020 4621 16418
14964 501 18758 14331
14054 2365 16673 12689
2607 8505 19710 13175
12791 1459 16386 13767
397 15233 595 17539
10924 10208 11578 12934
15201 8637 17277 14456
2079 4768 5562 8827
12713 1930 16143 19105
8248 6713 11827 9391
5187 13095 9688 15357
7231 12825 14243 19605
5479 1389 5737 18723
19468 18101 19613 18331
5222 19746 19181 19953
7483 10507 18317 19818
13025 13351 14991 15281
693 7422 12901 14621
19703 10486 19954 15207
19932 12219 19945 18281
13816 4906 14344 13221
18903 7747 19589 19613
19351 16210 19442 17665
8142 2935 18248 10960
12794 15293 19823 19840
12131 15950 15544 16580
7469 16726 12375 19811
10899 8593 19288 11148
11347 1408 13313 1762
10764 16317 16776 17134
12823 13933 18133 15596
556 18363 5028 19679
9444 10934 12242 15370
4451 17623 13262 19180
10691 2210 16839 13151
14257 2487 14667 10674
10647 18587 15513 19620
9204 543 15793 6382
13795 5311 14401 13090
8679 11565 19427 17663
7438 14371 14612 18349
12993 7104 13615 10620
1065 11573 9307 17224
11359 14321 16141 15042
18777 17578 19202 18255
5741 16476 17584 18844
16403 8929 17738 17241
13097 18202 13522 19560
14370 16702 14699 19354
5753 6832 6132 13061
2997 4676 12817 5429
13157 15302 17867 19178
5877 14885 12760 17339
3138 8163 14759 14874
8256 2605 10459 15630
3704 18827 14376 19880
18154 17163 18271 19712
11999 14737 19892 15439
16121 19537 17471 19708
7026 11227 14366 15896
1359 2437 8136 12086
1410 5249 17012 5409
113 8525 1886 15787
740 2420 8356 15975
13128 11462 16384 17082
935 12403 7246 17951
2194 5959 8958 19576
2398 11386 5125 12739
12577 14760 19406 15521
19842 11838 19869 12525
15977 17123 16523 19695
13447 6098 15237 16765
18771 7797 19298 10536
6790 4353 16857 19483
7839 9640 19433 14400
6792 1392 11712 2651
16641 11915 17948 13268
12422 4088 19010 12229
8130 15387 18835 19832
14910 2364 17175 11826
3089 12400 8512 18162
1903 14102 15387 15537
9665 5852 11426 6906
2666 3298 16043 16100
7129 9578 12323 16712
1923 9002 6977 17696
9250 12426 12181 14459
6402 15007 19794 18893
11668 5333 17894 9687
10165 8620 19172 13100
18698 1479 18925 17654
14542 15938 19925 18298
15203 13258 17406 15902
12527 14533 15662 18576
3409 6068 18303 13600
7391 17399 14044 17898
8527 4041 16747 7008
6115 6864 9810 18183
13296 10671 19143 10723
10411 11064 11122 15392
456 10493 5388 11329
16419 3886 19593 19248
5363 3968 9473 12479
3838 15051 13915 16116
5121 8312 15859 10468
9462 8889 17527 14102
14419 7581 18417 10133
14323 16881 17259 18826
14331 11257 15480 15296
11015 2457 12003 17567
1168 15606 2168 19713
18528 10555 18611 17039
5103 8638 9106 11591
16660 14530 19074 17336
5388 10916 8163 18587
11898 19787 18636 19929
11003 1421 13099 13545
3845 8777 15847 18522
10200 10285 12060 18031
3458 15949 7238 16079
19106 6229 19246 11769
15752 16110 16678 17158
12098 11950 14519 16828
5839 11726 14145 11901
14769 175 18982 13469
8781 2398 12420 8206
2670 8602 13235 13941
12218 13037 14626 18492
2050 6366 14209 6418
9281 10879 18184 18377
4361 11330 10966 17715
14469 11343 19431 17732
16275 8929 18426 19845
16777 8914 18362 14134
13823 2173 16120 8350
9525 5277 19946 12325
12929 17700 18836 19618
15866 2351 18213 12747
16872 14432 18417 16932
4831 3167 5402 9279
2843 7673 11542 19842
3271 12391 11993 18623
3644 10563 12477 19000
10386 10306 15219 17106
4505 11229 6027 13380
6140 18314 7117 19441
5214 10452 5913 19202
12630 18490 17515 18525
19165 310 19447 369
59 15083 6688 16037
13876 17711 14977 18782
15266 6437 16823 11942
18438 17434 18945 19291
1655 1912 17803 17081
8147 10714 8380 12597
4471 8356 16676 10030
13303 1920 13321 16859
8981 3406 18074 7826
1858 15610 3975 15674
1596 16864 2433 19347
16167 3087 16843 19004
9757 16612 18222 18458
1193 17632 8903 19056
15348 6568 19899 9577
3911 7635 16026 18584
13806 5332 15306 10169
13301 5912 17515 15683
15320 18553 17165 19390
15564 13416 19795 16505
10782 13658 11847 18078
4542 2056 15407 9071
15004 17795 19157 18301
9221 19801 14766 19853
5379 2340 17339 10094
13091 3658 14566 5844
19423 14307 19710 15251
2569 6520 6368 9366
546 6519 1681 7758
19488 10232 19971 11028
19972 4421 19988 9937
9924 9681 15517 9841
10133 15541 17885 18402
4015 19815 19066 19843
17054 3590 17613 18874
1339 5223 13880 11479
3652 7117 15544 7898
1358 17756 15684 18429
14906 16560 15742 19162
6513 18965 16642 19039
7642 15858 9167 19338
18263 3220 19871 3811
681 11468 1198 17840
11987 14786 17429 15801
2315 1058 7892 8240
2372 12850 13105 15239
11160 8110 19700 17289
10578 2425 17666 12602
15193 2078 15447 13294
16731 10148 19303 10300
12620 11428 18850 12264
18546 12525 18623 14031
10579 17656 15039 18949
8017 5750 9981 11471
